student_id,gender,age,parental_education,family_income,internet_access,study_environment,study_hours_per_day,attendance_rate,sleep_hours,social_media_hours,assignment_completion_rate,participation_score,online_courses_completed,tutoring,math_score,reading_score,writing_score,science_score,final_exam_score,previous_gpa,pass_fail
S00174,Female,16,High School,Low,Yes,Moderate,4.41,100,6.43,1.4,100,81.7,1,No,90.9,92.9,96.5,81,93.9,3.87,Pass
S00175,Female,18,High School,Medium,Yes,Moderate,2.48,79.8,6.73,3.9,76.9,93.9,0,No,28.5,30.8,36.5,32.2,29.9,1.03,Fail
S00176,Female,16,High School,Low,Yes,Noisy,4.62,81.9,6.17,4.9,70.9,65.2,3,Yes,57.5,53.3,52.6,67.9,59.7,2.41,Pass
S00177,Male,16,Master,High,Yes,Quiet,3.22,87.2,6.89,1.9,89.6,92.3,6,Yes,48.4,64.4,61.6,66.6,61.5,2.44,Pass
S00178,Male,15,Bachelor,Low,Yes,Moderate,2.56,79.3,6.31,4.8,52.5,80.1,2,Yes,35.6,27.8,28.7,39.1,35.2,1.4,Fail
S00179,Male,17,Bachelor,Medium,Yes,Quiet,2.06,89.4,8.64,1.9,68.9,76.7,3,No,9.9,40.1,28.9,37.7,29.4,0.95,Fail
S00180,Male,17,Bachelor,Low,Yes,Quiet,2.81,74.8,8.32,1.8,70.6,39.2,0,Yes,43.5,42.7,46.8,45.1,43.8,1.49,Fail
S00181,Male,16,Bachelor,High,Yes,Quiet,3.6,82.6,7.72,0.4,70.1,76,4,No,61.7,61.4,62.6,69.9,60.4,2.18,Pass
S00182,Male,15,Bachelor,Medium,Yes,Moderate,2.55,89.1,7.03,3.2,100,83.8,1,No,69.6,80.6,66.6,60.2,70.2,3.21,Pass
S00183,Female,18,High School,High,Yes,Quiet,4.02,96.4,8.14,2.2,78.8,73.5,2,No,53,46.2,39.2,53.2,48.8,2.05,Fail
S00184,Male,18,High School,High,Yes,Moderate,2.49,79.1,7.1,2.3,70.4,88.8,3,No,46,63,52.7,54.9,51.8,2.07,Pass
S00185,Male,16,Bachelor,Medium,Yes,Quiet,2.85,79,7.16,1.9,79.3,89.4,2,No,69.2,63.1,55.1,56.6,62.1,2.42,Pass
S00186,Male,17,Bachelor,Low,Yes,Noisy,1.46,100,5.27,1,92.8,65.8,4,No,46.1,53.5,51.3,55.1,48.3,2.1,Fail
S00187,Female,15,Master,Low,Yes,Moderate,3.67,79.5,7.26,3.4,51.4,71.6,1,No,46.2,34.5,38,26.4,36.8,1.7,Fail
S00188,Male,17,Master,Low,Yes,Noisy,2.68,84.4,5.71,2.4,81.7,66,1,Yes,49.1,49.5,45.6,55.5,51.5,2.46,Pass
S00189,Male,18,High School,Medium,Yes,Quiet,4.89,100,6.6,3.7,73.2,63.7,1,No,69.1,72.2,66.2,61.8,63.8,2,Pass
S00190,Female,17,High School,Low,Yes,Noisy,3.85,85.7,7.17,1.1,84,71.5,2,No,49.9,49.2,57.4,54.2,52.2,2.52,Pass
S00191,Male,18,Bachelor,Low,Yes,Moderate,3.1,82.5,6.1,2.9,62.8,73.5,1,No,63.7,44.5,51.4,44.9,48.2,1.35,Fail
S00192,Male,15,High School,Medium,Yes,Quiet,4.47,83.3,7.48,5.7,77.3,38.6,1,No,40.8,39.4,30.7,36.6,38,1.49,Fail
S00193,Male,15,High School,Medium,Yes,Moderate,3.49,77.6,8.05,1.4,78,69.4,3,No,48.2,66,44.1,53.1,53.2,2.24,Pass
S00194,Male,16,Master,Medium,Yes,Moderate,4.21,89.5,6.12,1.8,60.9,76.1,2,No,67.2,45,58.1,63.1,60.2,2.32,Pass
S00195,Male,16,High School,Medium,Yes,Noisy,1.97,75.8,7.12,1.8,100,71.9,2,Yes,46.9,48.7,37,52.4,46.9,1.82,Fail
S00196,Female,17,Master,High,Yes,Moderate,3.55,92.8,5.75,0.9,86.2,68.9,2,No,54.6,38.5,49.1,49.1,49.4,2.08,Fail
S00197,Female,15,Bachelor,Medium,Yes,Quiet,3.6,85.2,5.83,5,93.8,54.8,2,No,34.5,51,38.9,47.5,46.2,1.88,Fail
S00198,Female,15,Master,Low,Yes,Quiet,1.15,87.4,7.31,0,74.7,50.4,2,No,45.5,45.8,41.5,42.6,42.9,1.31,Fail
S00199,Male,16,High School,Medium,Yes,Moderate,4.81,100,7.71,0.7,83.2,62,4,No,56.9,59,56.5,69.9,58.1,2.3,Pass
S00200,Male,18,High School,High,Yes,Quiet,1.61,70.5,5.49,3.2,62,42.8,4,No,19.8,18.3,22.5,16.3,20.6,0.91,Fail
S00201,Male,17,Bachelor,Low,No,Moderate,1.44,85.2,9.05,1.4,70.4,69.4,4,Yes,43.7,35.4,34.6,47.4,41.6,1.93,Fail
S00202,Female,17,High School,Medium,Yes,Moderate,0.5,91.4,6.5,2.5,66.5,57.4,1,Yes,41,35.7,35.1,36.2,35.4,1.48,Fail
S00203,Male,16,High School,Medium,No,Noisy,3.57,78.8,7.21,2.5,84.4,73,2,Yes,42.4,53.5,43.2,35.6,43.2,1.87,Fail
S00204,Male,15,High School,Low,Yes,Moderate,1.03,94.5,6.47,3.2,100,61.6,0,No,46.4,60.6,63.8,60.2,60.5,2.3,Pass
S00205,Female,16,High School,High,Yes,Moderate,2.38,79.6,6.72,2.6,93.6,40.8,2,No,42.4,40.3,48.2,36.3,43.3,1.85,Fail
S00206,Male,16,High School,Low,Yes,Quiet,4.01,87.9,8.52,1.9,100,55.3,3,No,56.3,62.3,62.6,68.9,66,2.48,Pass
S00207,Female,16,Master,Medium,Yes,Quiet,3.23,83.8,8.51,2.7,91.9,72.8,2,No,53,48.3,56.2,58.3,50.1,2.02,Pass
S00208,Female,16,High School,Medium,Yes,Noisy,2.25,86.6,5.35,2.2,86.3,81.7,0,Yes,41.5,34.7,51.2,44,43.2,2.01,Fail
S00209,Female,18,High School,Medium,Yes,Noisy,1.09,85.7,6.44,5,66.2,65.9,4,No,32.7,15.3,25.2,41.7,26,0.94,Fail
S00210,Male,18,Bachelor,Low,Yes,Moderate,2.87,84.7,9.95,1.6,84.8,73.8,0,Yes,59.2,46.9,42.8,38.5,51.2,1.76,Pass
S00211,Male,15,PhD,Low,Yes,Noisy,4.03,80.3,6.57,3.3,72.9,67.2,1,Yes,43.6,45.2,39.7,45,48.6,1.86,Fail
S00212,Male,16,High School,Low,Yes,Moderate,3.84,78.4,7.42,3.9,92.5,66.8,2,No,46.5,47,52.6,54.6,47.7,1.97,Fail
S00213,Male,18,High School,Low,Yes,Noisy,5.14,88.2,8.14,0.5,59.6,57.8,0,No,61.4,74.8,75.8,66.7,69.9,3.28,Pass
S00214,Male,15,Bachelor,Medium,Yes,Quiet,2.22,85.5,7.85,0.8,78.4,69.5,2,Yes,52.2,39.2,30.9,42.2,42,2.05,Fail
S00215,Male,16,Master,High,Yes,Moderate,1.42,78.1,4.18,5.4,80.3,60.8,1,No,34.2,17.1,25.4,16.8,21.8,0.99,Fail
S00216,Male,17,Master,Medium,Yes,Moderate,3.37,88.4,7.33,1.5,100,90.7,2,No,83.2,71.8,92.9,87.8,86.3,3.39,Pass
S00217,Female,18,Bachelor,Medium,Yes,Moderate,3.25,80.4,8.75,2.5,64.7,59.9,1,No,58.5,67.2,57.6,46.5,55.6,2.16,Pass
S00218,Male,15,High School,Medium,Yes,Quiet,2.99,100,7.03,2.2,97.5,72.6,2,No,45.4,61.6,42.7,58.5,52,2.07,Pass
S00219,Female,17,Bachelor,Medium,Yes,Moderate,2.1,100,5.96,2.4,92.4,54,2,No,38.2,41.3,34.6,42.3,39.4,1.62,Fail
S00220,Male,16,High School,High,Yes,Moderate,0.5,98.9,5.98,1.9,76.2,67,1,No,42.7,34,26.2,46.7,35.9,1.43,Fail
S00221,Male,16,Bachelor,Low,Yes,Quiet,1.79,98.3,6.8,2.7,86.1,54.8,3,No,26.3,35.2,39.2,37.2,33.2,1.78,Fail
S00222,Male,16,Bachelor,High,Yes,Moderate,3.67,93.1,7.68,1.3,76.3,61.5,1,Yes,36.4,51.6,49,60.6,45.4,1.99,Fail
S00223,Female,18,PhD,Medium,Yes,Moderate,3.34,82.9,9.89,2.2,80.2,84.6,2,No,63,72.8,74.8,67.9,68.5,2.35,Pass
S00224,Female,15,High School,High,Yes,Noisy,4.16,66,6.71,0,91.3,69.3,1,No,73.4,80.9,88.8,73.7,77.7,3.1,Pass
S00225,Female,17,High School,Medium,Yes,Moderate,3.41,74.7,7.56,2.3,100,82.4,2,No,48.9,59.8,55.8,43.1,50.5,1.73,Pass
S00226,Female,15,Bachelor,Medium,Yes,Quiet,3.88,78.2,5.46,3,94.5,66.8,5,Yes,63.2,54.7,59.7,64.5,59,2.37,Pass
S00227,Male,18,Bachelor,Low,Yes,Moderate,3.92,97.1,5.32,3.9,83.7,81,2,No,35,27.8,35.6,28.9,30.9,1.64,Fail
S00228,Female,15,Master,Low,Yes,Quiet,3.02,87.6,6.5,4.2,100,82.3,2,Yes,46.2,46.1,66.7,52,50.9,2.23,Pass
S00229,Male,18,High School,Medium,Yes,Moderate,3.03,78.4,7.45,1.9,58.7,80.7,2,Yes,36.3,30.9,46.3,28.8,37.4,1.23,Fail
S00230,Male,16,High School,High,Yes,Quiet,0.5,66.5,6.91,3.8,73.9,84.3,5,Yes,18.1,23.7,54.8,41.7,33.9,1.3,Fail
S00231,Female,17,Bachelor,Medium,Yes,Quiet,2.21,100,7.05,0.8,81,77.3,0,No,59.1,58,62.4,53.5,60.9,2.75,Pass
S00232,Female,16,High School,Medium,Yes,Quiet,2.26,90.3,6.73,1.7,64.4,63.6,1,Yes,43.1,32.6,40.8,44,42.1,1.78,Fail
S00233,Female,15,Master,High,Yes,Quiet,2.87,94.1,6.97,4.9,71.9,48.8,3,No,39.1,47.5,17.8,36.3,39,1.32,Fail
S00234,Female,16,Bachelor,Medium,Yes,Noisy,1.88,79.6,6.71,2.8,55.2,58.6,1,Yes,27.7,24.6,19.6,30.1,26.2,0.94,Fail
S00235,Female,17,Master,Low,Yes,Noisy,4.13,83.6,5.65,2.8,60.8,75.9,1,No,67.9,50.7,52.9,60.8,57.9,2.56,Pass
S00236,Female,16,Bachelor,Low,Yes,Moderate,1.94,81.6,5.51,2.2,76.3,86.7,5,Yes,53.5,39.3,39.6,33,39.5,1.74,Fail
S00237,Female,17,Master,Low,Yes,Quiet,4.32,85.6,8.36,5.3,65.9,77.3,4,No,38,38.7,38,48,40.9,1.22,Fail
S00238,Female,17,High School,High,Yes,Noisy,1.85,100,6.18,3.3,86.3,65.3,2,Yes,28.6,38.1,35.3,40.1,33.8,1.42,Fail
S00239,Male,16,Master,High,Yes,Noisy,2.28,73,6.76,4.7,84,63.6,0,Yes,56.6,50.4,41.1,51.3,45.9,1.97,Fail
S00240,Female,18,High School,Low,Yes,Noisy,2.18,84.6,8.19,1.6,85.4,70.5,2,Yes,51.7,55.9,61,57.4,57.7,2.64,Pass
S00241,Female,15,Bachelor,Low,No,Moderate,2.4,88.6,6.73,1,72.4,79.1,1,Yes,36.7,58.6,41.4,53.9,48.9,2.23,Fail
S00242,Male,18,High School,Medium,Yes,Quiet,4.41,83.8,7.88,1.4,96.2,70.5,0,Yes,62.5,62.3,56.9,57.5,61.6,2.84,Pass
S00243,Female,18,Bachelor,High,Yes,Quiet,2.61,95,6.11,3.4,87.5,62.5,0,No,40.6,59.7,57.2,62.1,51.5,1.68,Pass
S00244,Male,16,High School,Medium,No,Noisy,2.64,67.6,8.56,5,83.4,57.3,0,No,44.3,36.5,39.6,42.4,43.5,1.94,Fail
S00245,Male,15,High School,Medium,No,Noisy,2.11,100,7.23,3.6,83.5,59.3,0,No,40.2,54,32.5,47.8,43,2.5,Fail
S00246,Female,15,PhD,Low,Yes,Moderate,2.69,71.3,6.97,3.8,76.9,59.6,3,No,43.7,40.1,48.1,25.2,39.4,1.7,Fail
S00247,Male,18,High School,Medium,Yes,Quiet,3.26,73.7,6.84,2.8,99.8,69,0,No,39.1,35.5,42.6,42.2,38.7,1.57,Fail
S00248,Male,16,Master,Low,Yes,Moderate,2.74,80.5,7.77,0.6,97.1,57.9,2,No,53.3,49.7,46.8,49,48.5,1.89,Fail
S00249,Male,15,PhD,High,Yes,Noisy,2.82,78.5,7.24,5.5,74.5,61.6,1,Yes,24.2,16.6,31.9,32.5,25.9,1.33,Fail
S00250,Male,18,High School,Medium,Yes,Moderate,4.22,89.2,4,3.5,82.5,80.3,3,No,44.2,52.5,41.3,51.3,46.6,2.01,Fail
S00251,Female,15,Bachelor,High,Yes,Moderate,3.33,88.1,6.55,3.3,74.1,78.8,1,No,43.8,38,48,53.6,44.7,2.14,Fail
S00252,Male,16,High School,Medium,Yes,Quiet,1.62,86.1,7.32,3.8,100,95.4,4,No,55.5,42.9,45.3,57.6,54,2.68,Pass
S00253,Female,16,High School,High,Yes,Quiet,2.9,70.8,6.03,0,76.2,75.1,5,No,57,54.1,61.6,47.3,54.9,2.25,Pass
S00254,Male,16,Bachelor,Medium,Yes,Moderate,2.35,83.6,6.5,1.7,97.9,48.9,4,No,55.1,39.9,36.2,37,40.5,1.75,Fail
S00255,Male,15,Master,Medium,Yes,Noisy,3.63,85.2,6.61,3.4,100,46.9,1,No,30.8,46.9,48.5,37.1,39.1,1.52,Fail
S00256,Male,17,High School,Medium,Yes,Quiet,3.12,97.3,8.59,2.3,84.8,71.9,1,No,57.8,61.7,59.2,54.4,55.7,2.36,Pass
S00257,Male,15,Bachelor,Low,Yes,Quiet,4.36,87,7.6,2.4,53.9,69.3,1,Yes,53.5,41.7,55.5,42.6,49.1,2.24,Fail
S00258,Female,17,Bachelor,High,Yes,Moderate,2.11,88.8,7.33,4.4,100,66.2,1,Yes,43.6,52.8,42.1,60.2,45.8,1.78,Fail
S00259,Female,16,Master,Medium,Yes,Quiet,2.77,100,5.83,2.7,72.3,52.3,1,No,49.2,43.2,43.1,47,48.2,2.19,Fail
S00260,Male,18,High School,Medium,No,Moderate,1.72,73.4,6.32,6.1,69.7,55.6,1,No,28.5,19.1,31,30.7,24.6,0.85,Fail
S00261,Male,17,Bachelor,High,Yes,Moderate,2.95,81.1,7.85,2.4,100,86.1,3,No,54.9,50,54.7,56.1,50.3,2.01,Pass
S00262,Female,16,Bachelor,High,Yes,Moderate,1.16,73.6,7.66,3.7,60.5,85.3,2,Yes,56.1,56.3,47.3,38.4,49.8,2,Fail
S00263,Male,16,Bachelor,Medium,Yes,Noisy,3.39,100,5.58,3.2,100,74,1,Yes,53.3,48.2,59.9,57.1,55.1,2.37,Pass
S00264,Male,17,Master,High,Yes,Quiet,2.93,100,8.4,1.6,76.6,79.4,2,No,58.5,63.7,74.4,67.2,65.3,2.68,Pass
S00265,Male,18,Master,Low,Yes,Moderate,3.19,100,6.14,1,52.2,52.8,1,No,62.4,59,62.5,62.3,55.9,2.17,Pass
S00266,Female,16,High School,Low,Yes,Quiet,3.95,90.5,7.36,2.6,93.3,74.7,3,Yes,61.2,61.7,59.1,65.9,60.3,2.23,Pass
S00267,Female,17,Bachelor,Medium,Yes,Noisy,3.27,88.8,9.73,5.4,46.2,60.3,3,No,35.8,29.8,47.4,41.3,41,1.4,Fail
S00268,Female,18,High School,Medium,Yes,Noisy,1.47,80.4,6.58,1.9,79.3,88.7,4,No,37.5,37.5,29,34.5,37,1.35,Fail
S00269,Male,18,High School,Medium,Yes,Quiet,2.33,92.7,7.17,3.3,55.5,77.3,5,No,31.4,35.6,46.4,50.2,38.7,1.6,Fail
S00270,Male,16,Bachelor,Medium,Yes,Quiet,2.9,72.2,6.44,2.1,75.1,46.8,1,No,49.1,45.1,40.7,42.1,44.3,1.7,Fail
S00271,Female,15,High School,Medium,Yes,Quiet,2.61,72.2,7.18,2.8,90.5,51.7,4,No,37.5,38.7,43.1,31.5,36.8,1.18,Fail
S00272,Female,15,Bachelor,High,Yes,Moderate,2.75,80.8,8.43,4.2,86.3,68.8,2,Yes,36.4,35.8,43.6,46.7,39.3,1.42,Fail
S00273,Female,16,PhD,Medium,Yes,Quiet,4.95,100,6.81,2.7,83.1,56.4,1,No,54.9,64.1,71.3,67.8,64.4,2.58,Pass
S00274,Female,18,High School,High,No,Moderate,3.12,79.9,6.71,1.6,95.1,86.7,1,No,57.8,49.4,41.6,46.6,47.5,1.47,Fail
S00275,Male,16,Master,Medium,Yes,Moderate,3.46,81.2,8.1,4.9,80,42.2,1,No,39.6,42.7,45.1,49.7,44.9,1.67,Fail
S00276,Female,17,Bachelor,Low,No,Moderate,0.59,87.9,5.74,1.6,76.8,68.9,1,Yes,57.3,55.7,63.6,69.2,65.4,2.81,Pass
S00277,Male,15,Bachelor,Low,Yes,Noisy,3.9,94,7.08,3.5,84.3,46.2,0,Yes,45.6,44.4,58.8,61.3,52.7,2.05,Pass
S00278,Female,17,Master,Medium,Yes,Quiet,6.42,97.5,6.27,0.3,70.1,64.3,1,Yes,78.1,75.6,63.9,74.2,72.6,3.29,Pass
S00279,Male,16,High School,High,Yes,Noisy,4.61,73.8,6.76,4.4,92.9,51.4,3,No,65.8,56.5,65.3,62.2,60.3,2.08,Pass
S00280,Female,16,Bachelor,Low,Yes,Quiet,2.47,84,6.11,6.4,81.1,68.9,5,Yes,17.6,19.4,15.3,25.1,23.9,1.17,Fail
S00281,Female,18,Bachelor,Low,Yes,Quiet,5.74,87.2,5.57,2.5,90.7,56.3,1,Yes,60.9,56.9,63.3,59.1,63.5,2.73,Pass
S00282,Female,18,High School,High,Yes,Moderate,3.03,88.2,4.79,1,77.3,59.6,2,No,51.2,54.5,58.5,62.1,58.2,2.37,Pass
S00283,Female,18,Master,Medium,Yes,Moderate,3.37,93.7,6.55,3.7,87.5,86,1,No,52.4,55.9,54.2,43.3,47.9,1.57,Fail
S00284,Male,17,Master,Low,Yes,Quiet,2.68,93.2,7.23,2.6,90,63.3,2,No,28.2,32.4,26,27.8,28.9,1.09,Fail
S00285,Female,18,High School,Low,Yes,Moderate,2.65,85.3,7.81,5.7,49.7,28.9,1,No,24.8,24.8,18,40.8,26.9,0.86,Fail
S00286,Male,16,High School,High,Yes,Quiet,0.5,96.5,5.66,1.6,58.1,67.5,3,Yes,37.8,4.6,15.2,23.1,16.1,0.77,Fail
S00287,Male,18,Bachelor,High,Yes,Noisy,3.94,94.7,7.15,0.5,71.6,91.2,2,Yes,41.9,45.1,56.7,40.9,43.6,1.72,Fail
S00288,Male,15,High School,Low,Yes,Moderate,2.64,93.9,7.56,3,78,75.4,2,No,47,46.1,58.4,60.5,54.4,2.18,Pass
S00289,Male,18,Bachelor,Medium,Yes,Moderate,2.77,79.7,7.36,3.4,99.1,83.9,1,Yes,56,65.6,60.8,47.2,58.3,2.49,Pass
S00290,Female,17,High School,High,Yes,Noisy,3.33,92.1,7.26,1.3,86.8,60.8,1,Yes,61.3,56.9,49.8,71,58.8,2.21,Pass
S00291,Male,15,Bachelor,Medium,Yes,Moderate,2.5,97,4.84,3.9,87.8,79.6,1,No,68.4,75.2,68.2,71.3,71.9,2.74,Pass
S00292,Male,15,High School,High,Yes,Moderate,3.32,79.9,6.88,2.6,100,63.1,3,No,64.7,41.7,50.9,47,51.5,2.05,Pass
S00293,Male,15,High School,Medium,Yes,Moderate,4.44,86.3,6.92,2.1,100,74.8,0,Yes,61.8,46.5,57.6,61.3,55.6,2.26,Pass
S00294,Female,17,Bachelor,High,No,Moderate,3.49,100,7.55,3.3,64.9,87.6,3,Yes,67.3,49,53.1,39.2,48.6,1.91,Fail
S00295,Female,16,Bachelor,Medium,Yes,Quiet,2.82,89,8.39,2.1,98.5,53.9,3,No,58.2,44.9,36.1,35.4,43,1.41,Fail
S00296,Female,18,PhD,Low,No,Quiet,2.85,84.1,6.74,1.4,81.6,43,4,No,52,59.9,49.9,49,54.5,1.98,Pass
S00297,Female,15,Master,Medium,Yes,Quiet,3.24,99.6,6.66,0.1,72.3,63.7,0,No,46.5,40.8,69,62.9,55.4,2.23,Pass
S00298,Male,15,High School,Medium,Yes,Moderate,2,80.3,7.13,1.6,75.6,74.9,2,No,36.7,31.9,35,49.6,37.2,1.59,Fail
S00299,Male,15,High School,High,Yes,Quiet,3.25,68,7.02,6.2,70.6,94.7,2,Yes,29.2,25.4,31.9,33.9,33.6,1.38,Fail
S00300,Female,16,Master,Low,Yes,Quiet,3.82,77.2,7.43,2.6,82.1,71.3,2,No,38.9,40.7,36.1,51.5,43.4,1.73,Fail
S00301,Male,16,Master,High,Yes,Quiet,3.11,96.4,7.53,1,78.8,79.4,4,No,48.6,51.9,49.5,60.3,53.2,1.79,Pass
S00302,Male,17,Master,Low,Yes,Moderate,2.49,90.2,6.82,4.4,98.5,59.7,1,Yes,64.2,57.5,74.7,78,67.1,2.81,Pass
S00303,Male,16,High School,Medium,Yes,Moderate,2.66,85.7,7.5,2.4,100,60.1,3,No,37.1,49.7,56,38.6,48.4,2,Fail
S00304,Female,18,PhD,Low,Yes,Moderate,3.78,95.6,6.78,2.9,73.9,75.2,4,Yes,40.6,39.7,40.9,28.1,36.9,1.15,Fail
S00305,Female,17,High School,Medium,Yes,Quiet,1.68,86.7,5.55,2.9,60.6,93.8,2,No,45.8,40.9,48,29.2,42.6,1.8,Fail
S00306,Male,17,Bachelor,Medium,Yes,Noisy,2.02,82.8,5.84,4.7,90,70.4,3,Yes,23.7,22.6,16.9,23,23.3,0.86,Fail
S00307,Female,18,Master,Medium,Yes,Moderate,1.07,93.4,4.67,0.5,94.1,74,3,No,53.4,54.4,43.3,54.6,51,1.63,Pass
S00308,Female,18,High School,Low,No,Moderate,3.04,81.2,8.66,4.7,85.7,59.8,2,No,42.9,28.7,32.3,38.4,38.4,1.86,Fail
S00309,Female,18,Master,Medium,Yes,Noisy,4.03,89.9,8.29,3.6,56.9,61.5,2,No,54.2,46.6,58.1,49.5,55.3,2.43,Pass
S00310,Female,17,High School,High,Yes,Noisy,4.6,77.1,8.03,2.6,68.1,86.8,1,No,49.4,55.2,69.3,63.2,58.5,2.11,Pass
S00311,Female,17,PhD,Medium,Yes,Moderate,4.86,74.5,6.78,1.2,82.2,48.2,2,No,65.1,62.5,52.4,68.6,63,2.72,Pass
S00312,Male,17,High School,Low,Yes,Noisy,2.17,76.3,7.98,2.1,70.8,58.6,5,No,53.5,43.9,40.5,33.3,40.1,1.92,Fail
S00313,Female,18,PhD,Low,Yes,Moderate,3.3,84.7,7.9,2.6,65,66.4,2,No,37.8,55.5,46.8,47.9,48.9,1.98,Fail
S00314,Male,18,High School,High,Yes,Quiet,2.52,78.5,5.55,5.2,100,71.6,2,No,58.2,40.3,42.2,49,53.1,2.09,Pass
S00315,Male,15,Bachelor,Medium,Yes,Quiet,4.98,78.8,6.21,4.7,65,68.7,3,No,54.8,58.1,56,58.2,58.3,3.12,Pass
S00316,Female,16,Bachelor,Low,Yes,Moderate,4.56,83.5,7.54,1.9,98.1,81.9,2,No,56.6,48.5,46.3,48.3,49.3,2.15,Fail
S00317,Male,15,Bachelor,Medium,Yes,Moderate,3.2,84.3,6.51,5.5,86.2,100,2,No,32.5,56.8,40.6,27.1,38.9,1.55,Fail
S00318,Male,18,High School,Medium,Yes,Moderate,2.26,69.5,6.29,3.9,89.1,54.1,3,Yes,46.4,41.6,50.4,36,38.1,1.57,Fail
S00319,Male,17,Bachelor,Low,Yes,Noisy,0.5,59.8,7.82,3.2,97.1,74.1,2,No,54.3,36.5,37.9,43,45.3,1.61,Fail
S00320,Female,18,High School,High,No,Moderate,1.28,89,6.17,2.1,69.7,59.9,0,No,27,35.8,40.7,44.4,38.2,1.47,Fail
S00321,Female,16,Bachelor,Medium,Yes,Quiet,0.78,86.4,9.48,1.6,75.5,83.9,4,Yes,31,28.5,24.8,29.5,29.7,0.88,Fail
S00322,Male,15,High School,Medium,No,Quiet,1.26,71.3,8.59,3.3,87.1,97.6,2,No,38.9,49.4,30.5,39.4,39.7,1.79,Fail
S00323,Female,15,PhD,Medium,Yes,Noisy,5.25,89.4,6.79,3.1,52.3,69.2,2,Yes,41.6,55.4,70.3,72.8,56.8,2.23,Pass
S00324,Female,17,High School,High,Yes,Noisy,1.45,89.3,8.25,1.9,100,85.1,3,No,39.1,58.2,40.1,43.3,45.4,2.02,Fail
S00325,Female,15,High School,Low,Yes,Moderate,1.73,82,7.19,4.2,81.7,55.5,5,No,45.3,37.8,34.6,31.7,37.6,1.45,Fail
S00326,Female,15,High School,Low,No,Noisy,1.9,100,6.58,2.7,65.9,89,1,No,39,46.1,37.4,45.7,41.7,1.47,Fail
S00327,Male,18,Bachelor,Low,Yes,Noisy,6.12,97.7,8.98,3.1,96.4,95.9,3,No,77.5,83,69.2,73,73.9,3.11,Pass
S00328,Male,15,High School,Medium,No,Noisy,2.93,81,7.39,4.1,81.4,68,2,Yes,43,53.4,50.2,39.5,48.3,1.39,Fail
S00329,Female,15,Bachelor,Medium,Yes,Quiet,4.19,81.2,6.11,3.7,69.2,80.1,2,Yes,33.6,35.1,53.1,22.3,36.4,1.16,Fail
S00330,Female,15,Master,Medium,Yes,Moderate,3.21,70.4,7.46,0.1,94.2,51.3,2,No,68.3,61.3,56.7,64.8,63,2.59,Pass
S00331,Male,17,Bachelor,Low,Yes,Quiet,0.62,97.2,8.68,3.6,45.1,60.7,2,No,17.9,18.1,22.9,44.8,29,0.44,Fail
S00332,Male,17,Bachelor,Medium,Yes,Noisy,4.84,87.5,7,2.5,86.3,78.2,3,No,74,83.3,78.8,75.5,76.5,3.34,Pass
S00333,Female,18,High School,Medium,Yes,Noisy,3.48,93.2,7.21,1.8,99.7,100,5,Yes,50.7,39.8,58.1,52.7,47.6,2.19,Fail
S00334,Male,15,Bachelor,Medium,Yes,Moderate,2.85,63.7,6.7,2.6,67.5,42.7,3,No,23.2,38.5,47.8,39.2,38.1,1.59,Fail
S00335,Female,17,High School,High,Yes,Moderate,5.11,92.8,7.35,2,60.8,72.9,1,Yes,50.8,60,55.6,61,53.9,2.12,Pass
S00336,Female,17,Master,Medium,Yes,Moderate,2.58,79.9,6.02,2.7,86.3,89,1,Yes,56.4,51.2,54.5,43,52.5,2.25,Pass
S00337,Male,18,High School,Medium,Yes,Moderate,2.83,90.8,6.2,2.5,69.8,97.5,2,No,66,51.3,54.4,49.8,55.9,2.39,Pass
S00338,Male,16,Bachelor,Low,Yes,Quiet,2.59,90.2,6.66,3.5,100,67,2,No,56.2,48.4,52,50.4,52.6,1.66,Pass
S00339,Female,15,High School,Medium,Yes,Moderate,4.29,84.8,7.17,0.2,72,89.4,3,No,63.6,72.6,68.5,50.4,66,2.8,Pass
S00340,Female,17,Master,High,Yes,Quiet,3.98,78,8.11,2.8,77.1,81.1,2,Yes,49,50.5,42.1,50.2,44.6,1.6,Fail
S00341,Male,18,High School,High,Yes,Noisy,3.33,89,6.85,2.5,87.8,96.7,4,Yes,70.9,70.8,76.9,62.1,69.9,2.74,Pass
S00342,Female,18,Bachelor,Low,Yes,Moderate,1.74,76.6,7.83,5.9,52.7,67,2,No,30.7,38.4,34.8,18.8,30.5,1.17,Fail
S00343,Male,18,High School,Medium,Yes,Noisy,2.56,95.5,6.56,0,80.9,71.5,0,Yes,51.8,44.7,44.7,47.3,44.7,2.19,Fail
S00344,Female,17,Bachelor,Low,No,Moderate,1.74,77.8,7.59,3.9,96.8,60.7,2,No,31.6,41.4,29.9,30.6,33.3,1.28,Fail
S00345,Male,15,Master,High,Yes,Quiet,4.39,85.2,8.2,3.2,78.8,65.6,3,Yes,67,49.2,58.6,51.7,58.1,2.33,Pass
S00346,Male,16,Bachelor,Medium,Yes,Quiet,1.11,77.5,6.88,3.6,62.8,65.5,2,Yes,31.5,39.1,25.1,35.4,32,1.03,Fail
S00347,Male,15,Bachelor,Medium,Yes,Noisy,4.91,86.6,7.35,1.8,73.5,57.8,0,Yes,55.3,43.1,64.1,53.1,57.6,2.13,Pass
